Load_ID,Policy_ID,State,Product,Clause_ID,Policy_Version,Loaded_Version,Load_Date,Loaded_By,Required_Clause_Version
L035554,P103508,CA,HMO,CL0437,5,3,2025-09-19,UserA,2
L035567,P103509,NY,EPO,CL0133,1,4,2025-01-19,UserB,2
L035590,P103512,CA,EPO,CL0175,1,3,2025-08-08,System,2
L035606,P103513,FL,PPO,CL0598,4,3,2025-04-25,UserC,5
L035645,P103516,NY,POS,CL0982,5,4,2025-01-04,UserA,5
L035736,P103525,IL,PPO,CL0078,4,4,2025-04-28,UserC,2
L035806,P103532,NY,PPO,CL0437,1,5,2025-05-04,System,2
L036040,P103557,OH,HMO,CL0954,5,3,2025-09-04,UserA,2
L036111,P103566,TX,EPO,CL0490,2,1,2025-08-18,System,5
L036127,P103568,CA,HMO,CL0797,2,4,2025-05-22,UserC,1
L036264,P103581,IL,PPO,CL0296,5,5,2025-09-01,UserA,3
L036374,P103593,CT,POS,CL0187,3,3,2025-01-06,UserA,5
L036380,P103593,CT,POS,CL0805,3,1,2025-05-18,System,2
L036452,P103602,CT,HMO,CL0758,1,4,2025-11-13,UserA,3
L036537,P103610,IL,PPO,CL0340,4,5,2025-05-14,UserB,1
L036704,P103626,NJ,EPO,CL0964,2,1,2025-05-04,UserA,2
L036829,P103640,MA,EPO,CL0661,1,4,2025-07-07,UserA,1
L036876,P103645,IL,HMO,CL0828,5,2,2025-07-25,UserB,4
L036895,P103647,OH,HMO,CL0382,2,5,2025-03-26,UserA,3
L036955,P103653,FL,EPO,CL0499,1,2,2025-03-16,UserA,4
L036957,P103653,FL,EPO,CL0993,1,4,2025-03-28,UserB,2
L036984,P103657,FL,PPO,CL0673,3,5,2025-10-27,UserA,2
L037005,P103659,MA,EPO,CL0661,3,2,2025-04-01,UserB,1
L037055,P103664,TX,EPO,CL0311,2,5,2025-09-20,UserC,4
L037099,P103669,PA,HMO,CL0455,5,1,2025-01-01,UserA,5
L037126,P103671,IL,PPO,CL0908,1,2,2025-10-16,UserC,5
L037158,P103674,CA,POS,CL0453,1,2,2025-02-25,UserA,4
L037172,P103675,CA,HMO,CL0349,1,3,2025-08-09,UserB,2
L037181,P103675,CA,HMO,CL0290,1,5,2025-09-03,UserC,4
L037184,P103676,PA,PPO,CL0563,2,2,2025-07-26,UserA,5
L037376,P103694,TX,PPO,CL0690,4,1,2025-09-09,System,2
L037480,P103703,TX,POS,CL0202,1,4,2025-04-24,System,2
L037485,P103703,TX,POS,CL0332,1,1,2025-05-21,UserA,5
L037550,P103712,OH,EPO,CL0435,1,3,2025-03-14,UserB,5
L037562,P103713,OH,PPO,CL0905,2,4,2025-11-03,UserC,1
L037812,P103736,FL,PPO,CL0912,4,1,2025-11-17,UserC,3
L037863,P103741,OH,EPO,CL0050,3,4,2025-08-16,UserA,2
L037882,P103743,IL,HMO,CL0681,4,1,2025-03-16,UserA,5
L037893,P103744,CT,POS,CL0458,5,5,2025-08-18,UserB,2
L038007,P103754,CT,PPO,CL0514,1,4,2025-06-09,UserB,1
L038041,P103757,CT,PPO,CL0514,2,3,2025-06-19,System,1
L038048,P103758,CT,POS,CL0187,3,3,2025-06-06,UserA,5
L038123,P103765,NJ,HMO,CL0069,4,4,2025-08-09,UserA,5
L038164,P103770,CT,PPO,CL0674,5,1,2025-02-27,System,5
L038196,P103773,MA,HMO,CL0387,5,5,2025-07-16,UserC,1
L038210,P103775,NJ,PPO,CL0045,2,3,2025-03-17,System,4
L038239,P103778,CT,HMO,CL0508,5,3,2025-03-19,UserC,1
L038246,P103779,CT,PPO,CL0942,3,1,2025-01-05,UserA,2
L038286,P103782,PA,HMO,CL0966,1,2,2025-11-20,UserC,5
L038378,P103790,IL,POS,CL0631,5,1,2025-10-14,UserA,5
L038517,P103803,TX,EPO,CL0950,5,3,2025-06-14,UserA,5
L038524,P103804,NJ,POS,CL0554,4,2,2025-03-12,System,1
L038622,P103813,CT,HMO,CL0881,2,4,2025-06-03,UserB,2
L038725,P103824,CT,POS,CL0707,1,3,2025-10-13,System,4
L038882,P103841,FL,POS,CL0355,3,2,2025-12-02,UserB,5
L039066,P103858,NY,PPO,CL0891,4,2,2025-11-24,UserB,3
L039180,P103868,IL,PPO,CL0666,4,5,2025-01-20,UserC,4
L039241,P103875,OH,POS,CL0122,1,4,2025-03-13,UserB,2
L039344,P103884,MA,EPO,CL0983,3,4,2025-03-22,UserC,2
L039352,P103885,NJ,POS,CL0002,1,3,2025-07-22,UserB,4
L039363,P103887,PA,HMO,CL0455,5,3,2025-11-10,UserC,5
L039445,P103895,CA,POS,CL0022,2,2,2025-03-11,UserB,3
L039581,P103907,NJ,EPO,CL0500,4,1,2025-05-13,System,4
L039634,P103912,NY,POS,CL0257,5,3,2025-03-05,UserB,1
L039683,P103916,MA,HMO,CL0507,4,3,2025-06-21,UserC,2
L039720,P103919,IL,PPO,CL0649,1,1,2025-09-17,UserA,3
L039883,P103933,NY,POS,CL0317,3,1,2025-01-31,UserA,2
L039952,P103939,IL,POS,CL0631,3,3,2025-10-14,System,5
L039996,P103944,IL,EPO,CL0325,3,5,2025-01-09,UserB,1
L040030,P103947,NY,POS,CL0747,2,2,2025-04-16,UserB,5
L040033,P103947,NY,POS,CL0872,2,4,2025-02-19,UserB,2
L040047,P103948,MA,HMO,CL0842,3,1,2025-02-17,UserC,5
L040140,P103958,NY,EPO,CL0877,3,1,2025-02-28,System,5
L040213,P103965,TX,HMO,CL0554,3,3,2025-11-07,UserB,1
L040239,P103968,CA,EPO,CL0973,5,3,2025-12-23,UserA,2
L040266,P103970,MA,POS,CL0475,5,1,2025-09-19,UserC,5
L040283,P103972,NJ,EPO,CL0441,4,4,2025-06-04,UserC,5
L040361,P103979,NJ,EPO,CL0964,2,4,2025-10-25,UserC,2
L040372,P103981,CT,EPO,CL0928,2,2,2025-08-16,System,1
L040399,P103983,CA,PPO,CL0869,1,2,2025-08-23,UserB,1
L040556,P103999,MA,POS,CL0725,5,5,2025-03-14,UserB,4
L040674,P104012,MA,POS,CL0660,1,4,2025-06-09,System,2
L040760,P104020,CA,HMO,CL0497,2,5,2025-06-10,System,2
L040918,P104035,CT,HMO,CL0709,4,1,2025-10-19,UserB,4
L041035,P104048,PA,HMO,CL0140,2,5,2025-04-13,UserA,3
L041227,P104068,TX,POS,CL0274,5,5,2025-04-06,UserC,4
L041258,P104071,NJ,POS,CL0453,4,5,2025-01-22,UserC,3
L041264,P104072,IL,PPO,CL0649,1,1,2025-05-20,UserA,3
L041269,P104072,IL,PPO,CL0078,1,4,2025-01-22,System,2
L041274,P104072,IL,PPO,CL0553,1,4,2025-09-23,System,3
L041466,P104090,CT,EPO,CL0201,1,2,2025-09-13,UserA,3
L041488,P104092,NJ,HMO,CL0274,2,1,2025-08-11,UserB,4
L041532,P104098,IL,EPO,CL0908,4,5,2025-05-04,System,4
L041563,P104102,CA,PPO,CL0036,4,2,2025-06-22,UserB,5
L041637,P104109,CT,HMO,CL0508,1,5,2025-01-05,UserA,1
L041792,P104125,FL,HMO,CL0576,1,2,2025-08-25,UserB,3
L041812,P104128,TX,POS,CL0533,1,5,2025-05-07,UserB,2
L041838,P104130,OH,HMO,CL0872,3,4,2025-11-05,UserB,3
L041916,P104137,PA,PPO,CL0139,4,1,2025-08-24,UserA,2
L041920,P104137,PA,PPO,CL0716,4,4,2025-01-07,UserC,5
L042051,P104149,FL,HMO,CL0158,1,3,2025-10-22,UserA,2
L042145,P104157,IL,POS,CL0393,4,5,2025-12-14,System,1
L042201,P104162,IL,HMO,CL0157,4,4,2025-05-04,UserA,5
L042267,P104169,NY,POS,CL0872,4,5,2025-09-01,UserB,2
L042299,P104172,CA,POS,CL0878,4,1,2025-01-12,UserA,4
L042333,P104175,MA,POS,CL0209,4,1,2025-06-27,UserA,3
L042418,P104184,NJ,HMO,CL0990,1,5,2025-11-26,UserA,1
L042552,P104199,MA,HMO,CL0123,5,5,2025-02-04,UserC,1
L042557,P104200,FL,PPO,CL0977,3,1,2025-01-14,System,3
L042641,P104207,MA,HMO,CL0387,1,3,2025-01-08,UserA,1
L042718,P104216,CT,HMO,CL0758,5,2,2025-10-24,UserC,3
L042779,P104222,OH,POS,CL0122,2,1,2025-07-14,UserB,2
L042794,P104223,PA,PPO,CL0348,5,2,2025-10-31,UserC,3
L042993,P104245,IL,EPO,CL0770,1,2,2025-01-29,UserC,3
L043158,P104262,FL,EPO,CL0856,1,1,2025-04-17,UserB,3
L043168,P104264,OH,EPO,CL0354,2,5,2025-03-29,UserB,4
L043311,P104278,CA,HMO,CL0051,3,1,2025-03-14,UserB,5
L043334,P104280,FL,HMO,CL0334,2,4,2025-09-15,UserC,5
L043345,P104281,FL,EPO,CL0499,4,3,2025-10-03,UserB,4
L043431,P104289,CT,EPO,CL0547,5,1,2025-04-29,UserA,4
L043433,P104290,CA,POS,CL0453,5,3,2025-11-02,UserB,4
L043560,P104302,PA,PPO,CL0841,4,5,2025-05-31,UserA,4
L043620,P104307,NY,POS,CL0937,2,1,2025-06-24,UserA,4
L043627,P104308,CT,EPO,CL0201,4,4,2025-05-14,UserB,3
L043875,P104335,MA,HMO,CL0724,5,3,2025-09-09,UserB,4
L043899,P104337,CT,PPO,CL0742,4,3,2025-02-27,UserC,5
L043944,P104341,IL,PPO,CL0666,4,3,2025-01-22,UserA,4
L043975,P104344,CA,HMO,CL0926,2,4,2025-12-13,System,2
L044097,P104356,CA,HMO,CL0386,3,3,2025-10-21,System,5
L044100,P104356,CA,HMO,CL0290,3,3,2025-10-03,System,4
L044125,P104358,CT,POS,CL0657,2,5,2025-09-05,System,3
L044185,P104364,CA,EPO,CL0175,5,4,2025-02-28,UserC,2
L044454,P104391,FL,EPO,CL0291,3,5,2025-10-07,UserC,4
L044456,P104391,FL,EPO,CL0856,3,5,2025-01-29,System,3
L044536,P104399,FL,POS,CL0285,3,3,2025-09-26,System,1
L044572,P104403,IL,POS,CL0010,4,1,2025-06-21,UserA,3
L044735,P104421,NJ,HMO,CL0760,4,2,2025-07-06,System,3
L044780,P104424,TX,POS,CL0210,4,2,2025-11-03,UserA,1
L044875,P104434,MA,PPO,CL0073,3,1,2025-03-18,System,5
L044893,P104436,PA,HMO,CL0699,2,5,2025-11-23,UserC,3
L044902,P104437,IL,HMO,CL0681,3,1,2025-02-08,UserA,5
L044917,P104438,FL,POS,CL0118,1,5,2025-05-14,UserA,3
L044971,P104444,FL,PPO,CL0796,1,1,2025-05-07,UserC,4
L045075,P104453,CA,POS,CL0340,5,1,2025-03-20,UserB,3
L045083,P104454,MA,EPO,CL0983,1,4,2025-01-07,System,2
L045236,P104471,CT,EPO,CL0979,5,4,2025-05-27,UserC,5
L045330,P104480,IL,POS,CL0064,5,3,2025-02-05,System,1
L045332,P104480,IL,POS,CL0914,5,1,2025-09-16,UserA,5
L045435,P104489,TX,HMO,CL0670,2,1,2025-03-05,UserA,4
L045498,P104494,OH,EPO,CL0026,5,5,2025-06-16,System,3
L045526,P104496,NY,PPO,CL0437,2,1,2025-04-16,UserA,2
L045574,P104501,IL,POS,CL0393,2,2,2025-11-08,UserA,1
L045681,P104512,CA,HMO,CL0437,4,4,2025-07-29,UserC,2
L045758,P104519,FL,PPO,CL0990,4,5,2025-03-01,UserB,2
L045787,P104521,CA,EPO,CL0918,1,4,2025-04-09,System,3
L045831,P104526,NJ,EPO,CL0697,1,2,2025-08-29,System,1
L045835,P104526,NJ,EPO,CL0926,1,3,2025-10-08,UserC,1
L045867,P104529,CA,EPO,CL0243,4,4,2025-01-04,UserC,5
L045926,P104535,CA,HMO,CL0407,1,5,2025-07-20,System,4
L045965,P104539,CT,EPO,CL0803,3,2,2025-03-21,UserC,5
L046118,P104554,MA,POS,CL0225,3,2,2025-03-18,System,4
L046127,P104555,CT,EPO,CL0426,2,2,2025-12-24,UserB,4
L046129,P104555,CT,EPO,CL0803,2,2,2025-02-20,UserC,5
L046291,P104571,CT,EPO,CL0635,2,2,2025-10-20,System,1
L046323,P104575,CA,POS,CL0793,5,3,2025-05-30,UserA,4
L046327,P104575,CA,POS,CL0995,5,5,2025-04-10,UserC,1
L046341,P104576,NY,POS,CL0750,5,5,2025-11-03,UserC,4
L046413,P104583,TX,HMO,CL0333,4,2,2025-01-16,UserC,1
L046565,P104597,IL,POS,CL0034,5,3,2025-09-16,UserC,4
L046599,P104601,NY,POS,CL0331,3,5,2025-09-12,UserC,4
L046665,P104606,FL,POS,CL0285,1,4,2025-02-23,System,1
L046701,P104610,OH,EPO,CL0026,1,5,2025-05-19,UserA,3
L046752,P104614,CT,POS,CL0848,2,3,2025-01-10,System,5
L046757,P104615,OH,HMO,CL0659,2,5,2025-05-03,UserC,3
L047052,P104643,NJ,HMO,CL0040,3,3,2025-03-24,System,2
L047072,P104645,CA,POS,CL0464,3,4,2025-10-29,System,2
L047074,P104645,CA,POS,CL0398,3,2,2025-04-23,UserC,3
L047099,P104648,TX,PPO,CL0690,4,1,2025-04-28,UserA,2
L047136,P104653,CA,HMO,CL0489,1,5,2025-02-07,System,2
L047179,P104658,MA,PPO,CL0539,1,2,2025-07-27,System,3
L047342,P104674,FL,HMO,CL0158,5,4,2025-06-09,UserC,2
L047349,P104675,FL,EPO,CL0912,2,1,2025-06-24,UserA,4
L047360,P104676,NY,POS,CL0909,1,1,2025-04-06,System,2
L047411,P104681,FL,POS,CL0372,1,3,2025-08-15,UserC,1
L047420,P104682,TX,PPO,CL0065,4,4,2025-11-30,UserA,2
L047477,P104687,FL,PPO,CL0598,3,1,2025-02-12,UserC,5
L047721,P104710,TX,EPO,CL0743,5,2,2025-07-06,UserB,4
L047777,P104715,CA,POS,CL0602,2,2,2025-09-22,System,1
L047842,P104721,IL,PPO,CL0270,2,3,2025-07-04,UserB,2
L047930,P104730,OH,HMO,CL0872,1,1,2025-01-20,UserB,3
L047963,P104734,PA,HMO,CL0455,4,4,2025-01-11,UserC,5
L047990,P104736,IL,POS,CL0593,4,1,2025-02-17,UserC,2
L048031,P104740,CT,POS,CL0848,2,2,2025-03-23,UserC,5
L048103,P104748,TX,EPO,CL0842,5,2,2025-03-04,System,4
L048110,P104748,TX,EPO,CL0636,5,5,2025-01-08,UserA,4
L048134,P104751,NY,POS,CL0747,4,2,2025-10-26,System,5
L048223,P104760,PA,PPO,CL0943,2,4,2025-08-02,UserA,5
L048255,P104763,FL,EPO,CL0912,2,1,2025-03-17,UserA,4
L048272,P104765,PA,PPO,CL0563,1,1,2025-01-01,UserC,5
L048357,P104772,OH,EPO,CL0049,3,1,2025-12-23,System,2
L048384,P104774,CA,EPO,CL0918,4,4,2025-07-02,UserB,3
L048406,P104776,IL,POS,CL0393,5,5,2025-04-11,UserA,1
L048432,P104779,PA,PPO,CL0841,1,5,2025-03-26,UserB,4
L048460,P104782,TX,EPO,CL0743,3,3,2025-05-18,UserB,4
L048687,P104804,CA,PPO,CL0671,5,5,2025-12-06,UserA,4
L048809,P104817,CA,POS,CL0793,5,5,2025-08-31,System,4
L048821,P104818,PA,POS,CL0983,2,2,2025-10-12,System,1
L048862,P104823,IL,PPO,CL0069,3,2,2025-11-15,System,3
L048931,P104829,CA,POS,CL0067,2,1,2025-09-26,System,4
L048968,P104833,MA,PPO,CL0190,4,3,2025-07-27,System,2
L049036,P104840,CT,EPO,CL0928,4,4,2025-11-04,UserA,1
L049037,P104840,CT,EPO,CL0979,4,3,2025-05-31,UserC,5
L049136,P104849,CT,EPO,CL0635,3,3,2025-11-30,UserB,1
L049198,P104856,OH,PPO,CL0396,4,3,2025-02-13,UserA,1
L049314,P104868,TX,HMO,CL0125,4,2,2025-05-15,System,4
L049322,P104869,NY,POS,CL0331,2,2,2025-05-25,UserA,4
L049356,P104871,TX,POS,CL0623,4,4,2025-06-14,UserA,2
L049558,P104892,TX,HMO,CL0125,2,2,2025-10-07,UserB,4
L049591,P104896,FL,HMO,CL0808,1,5,2025-01-21,UserC,4
L049713,P104908,MA,HMO,CL0387,2,2,2025-04-07,System,1
L049776,P104915,CA,EPO,CL0580,4,1,2025-08-14,UserB,3
L049802,P104918,CT,PPO,CL0981,5,1,2025-06-26,UserB,2
L049808,P104918,CT,PPO,CL0137,5,4,2025-11-18,UserB,1
L049827,P104921,TX,HMO,CL0546,2,2,2025-02-12,UserC,5
L049832,P104921,TX,HMO,CL0554,2,3,2025-07-10,UserC,1
L049889,P104926,CT,POS,CL0085,4,1,2025-04-16,UserB,4
L049940,P104930,IL,EPO,CL0658,5,2,2025-09-14,UserC,3
L050006,P104937,IL,POS,CL0276,4,3,2025-02-05,UserA,4
L050068,P104942,OH,PPO,CL0726,3,3,2025-02-25,UserA,5
L050110,P104946,IL,POS,CL0914,2,2,2025-07-07,System,5
L050126,P104947,IL,HMO,CL0681,3,2,2025-10-16,UserA,5
L050201,P104954,PA,EPO,CL0879,3,5,2025-03-22,UserA,3
L050232,P104958,CT,PPO,CL0942,2,1,2025-09-14,UserC,2
L050345,P104968,PA,PPO,CL0943,1,3,2025-11-06,System,5
L050363,P104969,OH,EPO,CL0692,5,3,2025-04-24,System,1
L050403,P104972,OH,EPO,CL0050,5,4,2025-07-08,UserB,2
L050548,P104985,MA,POS,CL0612,1,2,2025-08-13,UserA,5
L046906,P104629,IL,POS,CL0914,2,4,2025-04-29,UserC,5
L028935,P102859,IL,POS,CL0276,2,3,2025-05-27,UserB,4
L028158,P102787,NJ,PPO,CL0023,1,1,2025-11-06,UserA,5
L020787,P102047,TX,EPO,CL0898,2,4,2025-05-01,System,5
L020333,P102003,IL,HMO,CL0828,1,1,2025-11-06,System,4
L003687,P100363,CA,EPO,CL0918,5,1,2025-07-28,System,3
L038265,P103780,FL,HMO,CL0576,2,4,2025-05-10,UserC,3
L015743,P101549,NJ,EPO,CL0676,4,5,2025-01-12,UserC,1
L035752,P103527,NJ,HMO,CL0040,5,5,2025-10-24,System,2
L035634,P103516,NY,POS,CL0317,5,5,2025-05-15,System,2
L044007,P104348,PA,PPO,CL0474,1,3,2025-12-19,System,4
L027809,P102752,TX,POS,CL0542,3,2,2025-12-21,UserC,5
L017408,P101716,CT,PPO,CL0981,5,4,2025-02-14,UserA,2
L022291,P102195,CA,POS,CL0453,4,1,2025-06-28,UserC,4
L032653,P103225,NY,PPO,CL0641,1,2,2025-04-29,System,4
L030754,P103034,CT,HMO,CL0881,1,3,2025-01-12,UserB,2
L045012,P104448,CT,POS,CL0080,1,2,2025-12-28,UserC,4
L033287,P103288,IL,PPO,CL0391,2,1,2025-08-29,UserB,2
L028924,P102857,FL,HMO,CL0236,1,4,2025-05-21,UserC,3
L027846,P102754,IL,POS,CL0631,4,1,2025-04-19,UserC,5
L046857,P104624,CA,EPO,CL0295,3,5,2025-11-19,System,2
L044511,P104396,MA,POS,CL0612,3,2,2025-12-08,UserA,5
L004615,P100456,NY,EPO,CL0710,1,1,2025-10-09,UserA,2
L038491,P103801,TX,HMO,CL0434,4,4,2025-12-16,System,5
L035665,P103518,IL,PPO,CL0270,2,5,2025-11-07,UserB,2
L043480,P104295,NJ,EPO,CL0926,5,2,2025-02-28,UserA,1
L040719,P104017,NY,POS,CL0240,5,3,2025-06-11,UserB,1
L021399,P102108,MA,POS,CL0786,2,2,2025-03-13,UserC,3
L044710,P104418,CT,EPO,CL0547,1,5,2025-03-30,UserC,4
L038985,P103850,OH,POS,CL0366,1,1,2025-04-13,System,3
L041545,P104099,OH,PPO,CL0603,2,3,2025-11-23,UserB,4
L028798,P102846,PA,HMO,CL0251,4,3,2025-10-13,UserB,2
